id,name,current_price,total_volume,market_cap,last_updated
siacoin,Siacoin,0.01790413,57810289.0,889354942.0,2021-10-12T20:00:49.911Z
bancor,Bancor Network Token,3.79,60157793.0,870861648.0,2021-10-12T19:59:55.028Z
kucoin-shares,KuCoin Token,11.17,12460609.0,869540490.0,2021-10-12T19:58:35.614Z
perpetual-protocol,Perpetual Protocol,15.38,95683742.0,852802153.0,2021-10-12T20:01:04.742Z
0x,0x,0.989934,103975415.0,845946325.0,2021-10-12T20:01:03.115Z
secret,Secret,5.52,48171413.0,841721497.0,2021-10-12T20:00:54.381Z
celer-network,Celer Network,0.146479,202785644.0,833278078.0,2021-10-12T20:01:37.435Z
zencash,Horizen,71.07,37215829.0,833163233.0,2021-10-12T19:59:50.822Z
ontology,Ontology,0.912893,171752243.0,802846747.0,2021-10-12T20:01:06.587Z
audius,Audius,1.93,21917120.0,798142539.0,2021-10-12T20:01:14.121Z
xsushi,xSUSHI,11.74,2646438.0,777727659.0,2021-10-12T20:00:26.368Z
compound-usdt,cUSDT,0.02139751,3915011.0,753765006.0,2021-10-12T19:59:00.394Z
wonderland,Wonderland,7450.86,98650423.0,726030655.0,2021-10-12T19:57:15.877Z
digibyte,DigiByte,0.04735288,25420572.0,703178361.0,2021-10-12T20:01:23.690Z
nano,Nano,5.11,25356860.0,681799346.0,2021-10-12T20:00:29.090Z
raydium,Raydium,9.5,121617051.0,680121851.0,2021-10-12T19:59:48.796Z
metahero,Metahero,0.143268,20881772.0,675312083.0,2021-10-12T19:59:19.467Z
ankr,Ankr,0.085513,46877778.0,658445729.0,2021-10-12T20:01:27.254Z
link,LINK,109.97,1176277.0,657146786.0,2021-10-12T19:46:49.665Z
iotex,IoTeX,0.067708,48016765.0,645365280.0,2021-10-12T19:59:54.810Z
gala,Gala,0.084905,132361695.0,642528121.0,2021-10-12T19:59:37.920Z
gatechain-token,GateToken,3.99,4505124.0,640739833.0,2021-10-12T20:00:12.997Z
the-sandbox,The Sandbox,0.714178,92291562.0,635984863.0,2021-10-12T20:01:13.791Z
liquity-usd,Liquity USD,0.998362,20061658.0,635242517.0,2021-10-12T19:59:59.738Z
skale,SKALE,0.295143,22610888.0,627336973.0,2021-10-12T20:00:17.069Z
polymath,Polymath,0.708838,37331842.0,620001747.0,2021-10-12T20:00:21.475Z
fx-coin,Function X,1.46,80565158.0,612079877.0,2021-10-12T20:01:37.023Z
uma,UMA,9.64,29047768.0,610318303.0,2021-10-12T20:01:15.614Z
coin98,Coin98,3.26,52369902.0,608522097.0,2021-10-12T20:01:10.469Z
swissborg,SwissBorg,0.639703,2192075.0,607716353.0,2021-10-12T20:01:30.743Z
neutrino,Neutrino USD,0.977608,25747444.0,562251592.0,2021-10-12T19:59:56.324Z
yield-guild-games,Yield Guild Games,6.21,39514419.0,549724901.0,2021-10-12T20:01:22.592Z
